TF,Total genes regulados,Total genes activados,Total genes reprimidos,Total genes duales,Tipo de regulacion,Genes regulados
Dan,4,4,0,0,Activator,"['ttdA', 'ttdB', 'ttdT', 'ttdR']"
MqsA,13,0,13,0,Repressor,"['rpoS', 'cspD', 'ypjJ', 'csgG', 'csgF', 'csgE', 'csgD', 'lfgA', 'lfgB', 'yfjZ', 'ypjF', 'mqsA', 'mqsR']"
EbgR,2,0,2,0,Repressor,"['ebgA', 'ebgC']"
PtrR,13,6,7,0,Dual,"['puuC', 'gabD', 'gadB', 'acrA', 'acrB', 'puuB', 'acrR', 'gadA', 'puuA', 'puuE', 'yneG', 'glsB', 'sad']"
AccB,2,0,2,0,Repressor,"['accB', 'accC']"
DhaR,4,3,1,0,Dual,"['dhaM', 'dhaL', 'dhaK', 'dhaR']"
Cbl,9,9,0,0,Activator,"['ssuB', 'tauD', 'tauA', 'tauB', 'tauC', 'ssuC', 'ssuD', 'ssuA', 'ssuE']"
PurR,32,0,32,0,Repressor,"['carA', 'carB', 'cvpA', 'gcvH', 'glnB', 'glyA', 'guaA', 'guaB', 'prs', 'purA', 'purC', 'purD', 'purE', 'purF', 'purH', 'purK', 'purL', 'purM', 'purN', 'purR', 'pyrC', 'pyrD', 'speA', 'speB', 'ubiX', 'purB', 'codA', 'codB', 'hflD', 'gcvT', 'purT', 'gcvP']"
RelB,3,0,3,0,Repressor,"['relB', 'hokD', 'relE']"
DnaA,18,1,11,6,Dual,"['aldA', 'dnaA', 'dnaN', 'guaA', 'guaB', 'nrdA', 'nrdB', 'polA', 'recF', 'recN', 'rpoH', 'uvrB', 'yfaE', 'yjeV', 'idlP', 'ytiC', 'ytiD', 'iraD']"
RcsB-BglJ,16,16,0,0,Activator,"['bglB', 'bglF', 'bglG', 'leuO', 'sfsB', 'yidL', 'yehF', 'ykiA', 'ynbA', 'ynbB', 'ynbC', 'ynbD', 'ynjI', 'yecT', 'yqhG', 'ygiZ']"
AcrR,15,0,15,0,Repressor,"['flhC', 'flhD', 'soxR', 'soxS', 'marA', 'marR', 'marB', 'acrA', 'acrB', 'acrR', 'micF', 'mdtU', 'puuA', 'mdtI', 'mdtJ']"
YdfH,2,0,2,0,Repressor,"['rspB', 'rspA']"
YdiP,2,2,0,0,Activator,"['cspA', 'cspE']"
YdeO,24,21,3,0,Dual,"['appA', 'hyaA', 'hyaB', 'hyaC', 'hyaD', 'hyaE', 'hyaF', 'nhaR', 'appB', 'appC', 'gadB', 'adiA', 'gadE', 'yiiS', 'uspD', 'dctR', 'slp', 'mdtE', 'mdtF', 'gadW', 'appX', 'gadF', 'ydeO', 'safA']"
HigA,2,0,2,0,Repressor,"['higA', 'higB']"
UhpA,2,2,0,0,Activator,"['uhpT', 'uhpU']"
FNR,327,204,106,17,Dual,"['dcuB', 'cydC', 'garL', 'aceE', 'aceF', 'ackA', 'adhE', 'aldA', 'ansB', 'arcA', 'aroP', 'aspA', 'aspC', 'cadC', 'cheB', 'cheR', 'cheY', 'cheZ', 'moeA', 'moeB', 'cydA', 'cydB', 'cyoA', 'cyoB', 'cyoC', 'cyoD', 'cyoE', 'cysG', 'dmsA', 'dmsB', 'dmsC', 'dppA', 'entF', 'acrE', 'acrF', 'fdhF', 'fepE', 'fes', 'fhlA', 'fnr', 'frdA', 'frdB', 'frdC', 'frdD', 'fumA', 'fumB', 'fumC', 'gcvH', 'gdhA', 'glpA', 'glpB', 'glpC', 'glpQ', 'glpT', 'gltB', 'gltD', 'gnd', 'hemA', 'hmp', 'hypB', 'hypC', 'hypD', 'hypE', 'katG', 'lpd', 'malP', 'malQ', 'narG', 'narH', 'narI', 'narJ', 'narK', 'narL', 'narX', 'ndh', 'nirB', 'nirC', 'nirD', 'pflB', 'pstS', 'phoU', 'poxB', 'prfA', 'pstA', 'pstB', 'pstC', 'purM', 'purN', 'pykA', 'rplB', 'rplC', 'rplD', 'rplM', 'rplP', 'rplS', 'rplT', 'rplV', 'rplW', 'rpmC', 'rpsC', 'rpsI', 'rpsJ', 'rpsP', 'rpsQ', 'rpsS', 'sdhA', 'sdhB', 'sdhC', 'sdhD', 'sodA', 'soxR', 'soxS', 'sucA', 'sucB', 'sucC', 'sucD', 'tap', 'tar', 'tdcA', 'tdcB', 'tdcC', 'thrA', 'trmD', 'ung', 'pdhR', 'ompW', 'hyfA', 'rimM', 'tdcD', 'garK', 'garR', 'zwf', 'dcuA', 'fdnG', 'fdnH', 'fdnI', 'ycaC', 'focA', 'pheM', 'hyfB', 'ygbA', 'acnA', 'upp', 'ubiC', 'ubiA', 'cydD', 'glnD', 'nrdD', 'gcvT', 'scpA', 'argK', 'gltF', 'nikR', 'pepT', 'caiD', 'caiC', 'caiB', 'caiA', 'caiT', 'fixA', 'fixB', 'fixC', 'fixX', 'moaA', 'moaB', 'moaD', 'moaE', 'ydeJ', 'moaC', 'viaA', 'ravA', 'nuoM', 'nuoF', 'nrfA', 'grcA', 'gcvP', 'amtB', 'nrfB', 'nrfC', 'nrfD', 'nrfE', 'nrfF', 'nrfG', 'yeiL', 'ccmH', 'ccmG', 'ccmF', 'ccmE', 'ccmC', 'ccmB', 'ccmA', 'napC', 'napB', 'napH', 'napG', 'napA', 'napF', 'nikA', 'nikB', 'nikC', 'nikD', 'nikE', 'nuoA', 'nuoB', 'nuoC', 'nuoE', 'nuoG', 'nuoH', 'nuoI', 'nuoJ', 'nuoK', 'nuoL', 'nuoN', 'feoA', 'feoB', 'ompX', 'uraA', 'napD', 'ccmD', 'glnK', 'pitA', 'gadW', 'gadX', 'ccp', 'bcsZ', 'bcsB', 'yibN', 'ssuB', 'msrB', 'ychO', 'prmC', 'norW', 'garD', 'caiE', 'dppB', 'dppC', 'dppD', 'dppF', 'uxaA', 'garP', 'feoC', 'emrY', 'metV', 'rnpB', 'gadA', 'ybdZ', 'fnrS', 'idlP', 'gndA', 'ymjE', 'sdhX', 'narS', 'aspX', 'caiF', 'ybdN', 'citG', 'citX', 'citF', 'citE', 'citD', 'citC', 'dpiB', 'dpiA', 'dcuC', 'b0725', 'hcr', 'hcp', 'ssuC', 'ssuD', 'ssuA', 'ssuE', 'iraM', 'hlyE', 'puuP', 'puuA', 'tpx', 'ortT', 'ydfZ', 'ydfO', 'ynfE', 'ynfF', 'ynfG', 'ynfH', 'dmsD', 'bidA', 'ydhT', 'ydhU', 'ydhX', 'ydhW', 'ydhV', 'ydhY', 'yecR', 'nac', 'yfcZ', 'emrK', 'yffS', 'hyfC', 'hyfD', 'hyfE', 'hyfF', 'hyfG', 'hyfH', 'hyfI', 'hyfJ', 'hyfR', 'focB', 'pdeF', 'norV', 'mltA', 'xdhA', 'xdhB', 'xdhC', 'scpB', 'scpC', 'nfeR', 'aer', 'tdcG', 'tdcF', 'tdcE', 'ysgA', 'dcuR', 'dcuS', 'ytfE', 'iraD', 'nrdG', 'uxaC', 'gapC']"
RelBE,3,0,3,0,Repressor,"['relB', 'hokD', 'relE']"
AllS,3,3,0,0,Activator,"['allE', 'allC', 'allD']"
MetR,5,3,1,1,Dual,"['glyA', 'hmp', 'metE', 'metH', 'metR']"
GadRcs,9,9,0,0,Activator,"['aslB', 'cadA', 'cadB', 'dctR', 'slp', 'yhiM', 'gadX', 'adiC', 'gadA']"
FimZ,5,5,0,0,Activator,"['puuC', 'puuB', 'sfmA', 'sfmC', 'puuD']"
MhpR,6,6,0,0,Activator,"['mhpE', 'mhpA', 'mhpB', 'mhpC', 'mhpD', 'mhpF']"
FucR,7,7,0,0,Activator,"['fucA', 'fucI', 'fucK', 'fucO', 'fucP', 'fucR', 'fucU']"
YefMB,2,0,2,0,Repressor,"['yefM', 'yoeB']"
CynR,4,3,1,0,Dual,"['cynS', 'cynT', 'cynX', 'cynR']"
CueR,9,2,7,0,Dual,"['moaA', 'moaB', 'moaD', 'moaE', 'moaC', 'rsd', 'cueO', 'rmf', 'copA']"
NagC,50,1,32,2,Dual,"['chbB', 'chbC', 'chbA', 'chbR', 'chbF', 'creD', 'crr', 'fimB', 'glmS', 'manX', 'manY', 'manZ', 'nagA', 'nagB', 'umpH', 'nagE', 'nagC', 'creC', 'ptsH', 'ptsI', 'glmU', 'creA', 'creB', 'feoA', 'feoB', 'galP', 'chbG', 'feoC', 'chiZ', 'chiP', 'chiQ', 'dinI', 'ydeM', 'ydeN', 'ydeP', 'eutA', 'eutH', 'eutG', 'eutJ', 'eutE', 'eutN', 'eutM', 'eutD', 'eutT', 'eutQ', 'eutP', 'eutS', 'nanS', 'nanM', 'nanC']"
DicA,9,1,8,0,Dual,"['dicA', 'dicB', 'dicC', 'ydfD', 'ydfE', 'ydfW', 'ydfX', 'insD7', 'intQ']"
RcsAB,16,10,6,0,Dual,"['flhC', 'flhD', 'rcsA', 'yjbE', 'yjbF', 'yjbG', 'yjbH', 'csgG', 'csgF', 'csgE', 'csgD', 'wcaB', 'wcaA', 'wzc', 'wzb', 'wza']"
AtoC,4,4,0,0,Activator,"['atoD', 'atoA', 'atoE', 'atoB']"
AllR,9,0,9,0,Repressor,"['gcl', 'allS', 'allA', 'hyi', 'glxR', 'allW', 'allB', 'ybbY', 'glxK']"
RpoN,6,0,6,0,Repressor,"['fadL', 'mutM', 'nth', 'cspC', 'yobF', 'yfcZ']"
BtsR,15,1,14,0,Dual,"['aceE', 'aceF', 'lpd', 'mdh', 'pdhR', 'csgA', 'cspC', 'csgG', 'csgF', 'csgE', 'csgD', 'csgB', 'csgC', 'yobF', 'btsT']"
FliZ,22,0,22,0,Repressor,"['flhC', 'flhD', 'osmY', 'hdeA', 'hdeB', 'yhiD', 'csgA', 'gadB', 'gadE', 'yjbJ', 'mlrA', 'mdtE', 'mdtF', 'gadF', 'csgG', 'csgF', 'csgE', 'csgD', 'csgB', 'csgC', 'pdeR', 'gadC']"
TdcR,7,7,0,0,Activator,"['tdcA', 'tdcB', 'tdcC', 'tdcD', 'tdcG', 'tdcF', 'tdcE']"
LeuO,24,17,6,1,Dual,"['bglB', 'bglF', 'bglG', 'cadC', 'leuO', 'leuA', 'leuL', 'gltF', 'leuD', 'leuC', 'leuB', 'cas2', 'ybeQ', 'dsrA', 'cas1', 'casE', 'casD', 'casC', 'casB', 'casA', 'yghR', 'yghS', 'yjjQ', 'bglJ']"
CecR,6,1,5,0,Dual,"['rhlE', 'cecR', 'ybhR', 'ybhS', 'ybhF', 'ybhG']"
RcdA,14,10,4,0,Dual,"['sulA', 'ydeI', 'rsd', 'rmf', 'yagK', 'ybjI', 'ybjJ', 'rcdA', 'csgG', 'csgF', 'csgE', 'csgD', 'bluF', 'asr']"
SlyA,48,39,9,0,Dual,"['fecI', 'fecR', 'leuO', 'gspO', 'rsd', 'gspM', 'pagP', 'sgcA', 'sgcC', 'sgcX', 'mdtM', 'cas2', 'rmf', 'sgcB', 'elfA', 'hlyE', 'paaA', 'paaB', 'paaC', 'paaD', 'paaE', 'paaF', 'paaG', 'paaH', 'paaI', 'paaJ', 'paaK', 'slyA', 'cas1', 'casE', 'casD', 'casC', 'casB', 'casA', 'gspC', 'gspD', 'gspE', 'gspF', 'gspG', 'gspH', 'gspI', 'gspJ', 'gspK', 'gspL', 'sgcR', 'sgcE', 'sgcQ', 'yjiN']"
YcjW,12,0,12,0,Repressor,"['ymjB', 'ycjM', 'ycjN', 'ycjO', 'ycjP', 'ycjQ', 'ycjR', 'ycjS', 'ycjT', 'ycjU', 'ycjV', 'ompG']"
YciT,4,2,2,0,Dual,"['rdcA', 'cusF', 'ybiY', 'bsmA']"
LsrR,9,0,9,0,Repressor,"['lsrK', 'lsrR', 'lsrA', 'lsrC', 'lsrD', 'lsrB', 'lsrF', 'lsrG', 'tam']"
NrdR,9,0,9,0,Repressor,"['nrdA', 'nrdB', 'nrdD', 'yfaE', 'nrdF', 'nrdE', 'nrdH', 'nrdI', 'nrdG']"
OxyR,45,32,12,1,Dual,"['fur', 'gor', 'grxA', 'hemH', 'katG', 'metE', 'metR', 'oxyR', 'poxB', 'rimK', 'uxuA', 'xthA', 'nfsA', 'sufA', 'ahpC', 'ahpF', 'ychF', 'dps', 'trxC', 'hemF', 'ccp', 'znuB', 'gntP', 'ybjC', 'uxuB', 'oxyS', 'yjjZ', 'uof', 'isrC', 'dsbG', 'ybjN', 'hcr', 'hcp', 'sufE', 'sufS', 'sufD', 'sufC', 'sufB', 'znuA', 'znuC', 'zinT', 'flu', 'elaB', 'mntH', 'fhuF']"
ModE,46,31,15,0,Dual,"['modB', 'modC', 'deoA', 'deoB', 'deoC', 'deoD', 'dmsA', 'dmsB', 'dmsC', 'hycA', 'hycB', 'hycC', 'hycD', 'hycE', 'hycF', 'hycG', 'hycH', 'narL', 'narX', 'oppA', 'oppB', 'oppC', 'oppD', 'oppF', 'moaA', 'moaB', 'moaD', 'moaE', 'moaC', 'ccmH', 'ccmG', 'ccmF', 'ccmE', 'ccmC', 'ccmB', 'ccmA', 'napC', 'napB', 'napH', 'napG', 'napA', 'napF', 'napD', 'ccmD', 'modA', 'hycI']"
Fis,249,157,85,6,Dual,"['adhE', 'osmE', 'ansB', 'apaG', 'apaH', 'bglB', 'bglF', 'bglG', 'carA', 'carB', 'crp', 'cspA', 'cyoA', 'cyoB', 'cyoC', 'cyoD', 'cyoE', 'cysG', 'deoA', 'deoB', 'deoC', 'deoD', 'dmsA', 'dmsB', 'dmsC', 'dnaA', 'dnaN', 'fadA', 'fadB', 'fimA', 'fimC', 'fimD', 'fimF', 'fimG', 'fimH', 'fis', 'fumB', 'glnA', 'glnG', 'glnL', 'glnQ', 'glpA', 'glpB', 'glpC', 'glpQ', 'glpT', 'gltX', 'guaA', 'guaB', 'gyrA', 'gyrB', 'hns', 'hupA', 'hupB', 'hyaA', 'hyaB', 'hyaC', 'hyaD', 'hyaE', 'hyaF', 'infB', 'katE', 'rsmA', 'lpd', 'malE', 'malF', 'malG', 'mazE', 'mazG', 'mglA', 'mglC', 'mtlA', 'mtlD', 'nanA', 'narG', 'narH', 'narI', 'narJ', 'narK', 'ndh', 'nirB', 'nirC', 'nirD', 'nrdA', 'nrdB', 'nusA', 'ogt', 'pdxA', 'pflB', 'pnp', 'ptsG', 'pyrD', 'queA', 'recF', 'rplM', 'rpsI', 'rpsO', 'tolB', 'topA', 'tpr', 'trg', 'trmA', 'tufB', 'fau', 'truB', 'rbfA', 'rimP', 'mazF', 'dusB', 'osmY', 'dps', 'msrA', 'marA', 'marR', 'acs', 'gadB', 'sra', 'marB', 'proP', 'nuoM', 'nuoF', 'nrfA', 'grcA', 'actP', 'yjcH', 'nrfB', 'nrfC', 'nrfD', 'nrfE', 'nrfF', 'nrfG', 'mtlR', 'fimI', 'nuoA', 'nuoB', 'nuoC', 'nuoE', 'nuoG', 'nuoH', 'nuoI', 'nuoJ', 'nuoK', 'nuoL', 'nuoN', 'cbpA', 'cbpM', 'gadX', 'xylG', 'xylH', 'aldB', 'acnB', 'yfaE', 'xylF', 'xylR', 'alaT', 'alaU', 'alaV', 'alaW', 'alaX', 'argU', 'argW', 'argX', 'aspV', 'glnU', 'glnV', 'glnW', 'glnX', 'gltT', 'gltU', 'gltV', 'gltW', 'glyT', 'glyU', 'hisR', 'ileT', 'ileU', 'ileV', 'leuP', 'leuQ', 'leuT', 'leuV', 'leuW', 'leuX', 'lysT', 'lysV', 'lysW', 'metT', 'metU', 'metY', 'pheU', 'pheV', 'proK', 'proL', 'proM', 'rnpB', 'rrfA', 'rrfB', 'rrfC', 'rrfD', 'rrfE', 'rrfG', 'rrfH', 'rrlA', 'rrlB', 'rrlC', 'rrlD', 'rrlE', 'rrlG', 'rrlH', 'rrsA', 'rrsB', 'rrsC', 'rrsD', 'rrsE', 'rrsG', 'rrsH', 'rrfF', 'serT', 'serX', 'ssrS', 'thrT', 'thrU', 'thrV', 'thrW', 'tyrT', 'tyrU', 'tyrV', 'valT', 'valU', 'valX', 'valY', 'gadA', 'malH', 'narS', 'fimR2', 'glnZ', 'nanT', 'hlyE', 'gadC', 'cspI', 'flxA', 'yoaG', 'yeaR', 'yodD', 'glcC', 'patA', 'nanQ', 'nanK', 'nanE']"
PutA,2,0,2,0,Repressor,"['putA', 'putP']"
BolA,11,6,3,2,Dual,"['ampC', 'dacC', 'fimH', 'mreB', 'mreC', 'mreD', 'csgA', 'csgG', 'csgF', 'csgE', 'csgD']"
UlaR,7,0,7,0,Repressor,"['ulaB', 'ulaC', 'ulaG', 'ulaA', 'ulaD', 'ulaE', 'ulaF']"
SdiA,8,5,2,1,Dual,"['ftsA', 'ftsQ', 'ftsZ', 'rsd', 'gadW', 'rmf', 'gadY', 'rflP']"
MelR,3,0,0,3,Dual,"['melA', 'melB', 'melR']"
GatR,6,0,6,0,Repressor,"['gatA', 'gatB', 'gatC', 'gatD', 'gatY', 'gatZ']"
AgaR,11,0,11,0,Repressor,"['agaA', 'kbaY', 'agaB', 'agaC', 'agaR', 'kbaZ', 'agaV', 'agaW', 'agaS', 'agaD', 'agaI']"
Zur,7,0,7,0,Repressor,"['znuB', 'ykgO', 'ykgM', 'pliG', 'znuA', 'znuC', 'zinT']"
YjjQ,10,0,10,0,Repressor,"['flhC', 'flhD', 'ompC', 'yfiB', 'dgcN', 'ymiA', 'yciX', 'ybhL', 'gfcA', 'yfiR']"
GutM,7,7,0,0,Activator,"['srlE', 'srlB', 'srlD', 'gutM', 'gutQ', 'srlR', 'srlA']"
Ada,4,2,0,2,Activator,"['ada', 'alkB', 'alkA', 'aidB']"
McbR,6,5,1,0,Dual,"['yciE', 'yciF', 'yciG', 'rsd', 'rmf', 'mcbA']"
AaeR,3,3,0,0,Activator,"['aaeB', 'aaeA', 'aaeX']"
YidZ,4,0,4,0,Repressor,"['malE', 'rbsD', 'ppiC', 'rof']"
ArsR,3,0,3,0,Repressor,"['arsR', 'arsB', 'arsC']"
NadR,4,0,4,0,Repressor,"['nadA', 'nadB', 'pncB', 'pnuC']"
HypT,13,8,5,0,Dual,"['cydA', 'cydB', 'cysH', 'fecA', 'fecB', 'fecC', 'fecD', 'fecE', 'metB', 'metL', 'metQ', 'metN', 'metI']"
UxuR,11,0,11,0,Repressor,"['fliC', 'uidA', 'uxuA', 'uidB', 'gntP', 'exuR', 'uxuB', 'uxuR', 'uidC', 'lgoR', 'lgoD']"
BetI,4,0,4,0,Repressor,"['betA', 'betB', 'betI', 'betT']"
CreB,16,12,4,0,Dual,"['ackA', 'creD', 'malE', 'malF', 'malG', 'parE', 'recG', 'cbrA', 'cbrB', 'talA', 'nudF', 'pta', 'malH', 'yqiA', 'cpdA', 'yqiB']"
MarR,3,0,3,0,Repressor,"['marA', 'marR', 'marB']"
RstA,10,5,5,0,Dual,"['narG', 'narH', 'narI', 'narJ', 'ompF', 'csgG', 'csgF', 'csgE', 'csgD', 'asr']"
GcvA,5,1,1,3,Dual,"['gcvH', 'gcvT', 'gcvA', 'gcvP', 'gcvB']"
PunR,1,1,0,0,Activator,['punC']
SgrR,9,4,5,0,Dual,"['thiQ', 'thiP', 'thiB', 'setA', 'sgrR', 'sgrT', 'sroA', 'sgrS', 'alaC']"
PyrR,1,1,0,0,Activator,['yhjX']
HigBA,2,0,2,0,Repressor,"['higA', 'higB']"
FlhDC,93,89,4,0,Dual,"['aceB', 'adhE', 'fliL', 'fliM', 'fliN', 'epd', 'glpA', 'glpB', 'glpC', 'iclR', 'mdh', 'mglA', 'mglB', 'mglC', 'pfkA', 'ptsH', 'recC', 'fliD', 'ppdC', 'ygdB', 'ppdB', 'fliO', 'fliE', 'fliF', 'fliA', 'fliZ', 'fliS', 'fliT', 'hypF', 'hydN', 'fliG', 'fliH', 'nfrB', 'nrfA', 'nrfB', 'nrfC', 'nrfD', 'nrfE', 'nrfF', 'nrfG', 'fliP', 'fliQ', 'fliR', 'setB', 'ccmH', 'ccmG', 'ccmF', 'ccmE', 'ccmC', 'ccmB', 'ccmA', 'napC', 'napB', 'napH', 'napG', 'napA', 'napF', 'ppdA', 'napD', 'ccmD', 'pdeH', 'gltJ', 'gltK', 'gltL', 'sroC', 'flgA', 'flgB', 'flgC', 'flgD', 'flgE', 'flgF', 'flgG', 'flgH', 'flgI', 'flgJ', 'flgM', 'flhA', 'fliI', 'fliJ', 'fliK', 'gltI', 'csgC', 'ymdA', 'ymdB', 'clsC', 'flgN', 'ycgR', 'flhE', 'flhB', 'yecR', 'tcyJ', 'ygbK', 'fruB']"
YebK,1,0,1,0,Repressor,['yebK']
AraC,19,6,9,4,Dual,"['araA', 'araB', 'araC', 'araD', 'araE', 'araF', 'araG', 'araH', 'araJ', 'xylA', 'xylB', 'ygeA', 'yjfF', 'ytfQ', 'ytfR', 'ytfT', 'xylZ', 'ydeM', 'ydeN']"
PdhR,54,16,38,0,Dual,"['aceE', 'aceF', 'cyoA', 'cyoB', 'cyoC', 'cyoD', 'cyoE', 'ddlB', 'lpxC', 'fadL', 'fecA', 'fecB', 'fecC', 'fecD', 'fecE', 'ftsA', 'ftsI', 'ftsQ', 'ftsW', 'ftsZ', 'hemL', 'hha', 'lpd', 'mraY', 'murC', 'murD', 'murE', 'murF', 'murG', 'ndh', 'ppsA', 'mraZ', 'rsmH', 'ftsL', 'pdhR', 'ppsR', 'grcA', 'lldP', 'tomB', 'glcB', 'acpP', 'ftsO', 'glcF', 'fadH', 'fadE', 'gmhA', 'fadM', 'ybcV', 'ybcW', 'fumD', 'glcA', 'glcG', 'glcE', 'glcD']"
RcsB,26,24,2,0,Dual,"['ftsA', 'ftsZ', 'osmB', 'osmC', 'hdeA', 'hdeB', 'yhiD', 'gadB', 'hdeD', 'sra', 'rpoE', 'gadX', 'rseA', 'rarA', 'gadA', 'rseD', 'rprA', 'gadY', 'lolA', 'bdm', 'gadC', 'ydeO', 'safA', 'ydeP', 'rseC', 'rseB']"
LacI,3,0,3,0,Repressor,"['lacA', 'lacY', 'lacZ']"
NimR,2,0,2,0,Repressor,"['nimR', 'nimT']"
XynR,5,0,5,0,Repressor,"['yagA', 'yagB', 'insX', 'yagE', 'yagF']"
RtcR,2,2,0,0,Activator,"['rtcA', 'rtcB']"
AidB,1,0,1,0,Repressor,['aidB']
UidR,4,0,4,0,Repressor,"['uidA', 'uidB', 'uidC', 'uidR']"
CdaR,10,10,0,0,Activator,"['garL', 'garK', 'garR', 'cdaR', 'garD', 'garP', 'rnpB', 'gudD', 'gudX', 'gudP']"
LrhA,5,3,2,0,Dual,"['fimE', 'flhC', 'flhD', 'leuO', 'lrhA']"
TreR,2,0,2,0,Repressor,"['treC', 'treB']"
MalT,11,11,0,0,Activator,"['lamB', 'malE', 'malF', 'malG', 'malK', 'malM', 'malP', 'malQ', 'malZ', 'malS', 'malH']"
MngR,3,0,3,0,Repressor,"['mngR', 'mngA', 'mngB']"
CitR,3,0,3,0,Repressor,"['ybdM', 'ybdN', 'citR']"
GntR,12,0,12,0,Repressor,"['eda', 'edd', 'idnK', 'gntT', 'idnT', 'gntK', 'gntU', 'yhgH', 'nfuA', 'idnR', 'idnO', 'idnD']"
KdpE,9,6,3,0,Dual,"['kdpA', 'kdpB', 'kdpC', 'adeP', 'rsd', 'uxaA', 'rmf', 'kdpF', 'uxaC']"
CsqR,5,0,5,0,Repressor,"['yihS', 'yihT', 'yihU', 'yihV', 'csqR']"
NanR,11,1,10,0,Dual,"['fimB', 'nanA', 'nanX', 'nanT', 'nanQ', 'nanK', 'nanE', 'nanY', 'nanS', 'nanM', 'nanC']"
YegW,3,0,3,0,Repressor,"['yegT', 'yegU', 'yegV']"
CsgD,28,13,15,0,Dual,"['nlpA', 'pepD', 'iraP', 'dgcC', 'fliE', 'fliF', 'fliA', 'fliZ', 'csgA', 'wrbA', 'fliG', 'fliH', 'yccJ', 'flgM', 'fliI', 'fliJ', 'fliK', 'csgI', 'csgG', 'csgF', 'csgE', 'csgD', 'csgB', 'csgC', 'flgN', 'tcyJ', 'yhbS', 'ubiT']"
YdcI,5,5,0,0,Activator,"['iraP', 'gadB', 'isrC', 'flu', 'smrB']"
EnvY,2,2,0,0,Activator,"['ompC', 'ompF']"
DsdC,1,1,0,0,Activator,['dsdA']
